full_text,sentiment,clean_text
@itshappykai don't be sad kak masih banyak paket menarik kok di aplikasi mytelkomsel yg bisa kakak aktifin. biar gak ketinggalan penawaran spesialnya jgn lupa cek terus tiap hari aplikasi mytelkomsel-nya ya kak -garra,positif,dont be sad paket menarik aplikasi mytelkomsel aktifin ketinggalan penawaran spesialnya jgn lupa aplikasi mytelkomsel
@birmetziegel yeeap~udah paling pas di hati pas di dompet banget pake paketan telkomsel kak. tengkyuuu udah rekomendasiin telkomsel-nya kak -garra,positif,yeeapudah pa hati pa dompet paketan tengkyuuu rekomendasiin
@eventagustian tengkyuu kak @eventagustian udah selalu setia bareng telkomsel tetap jaga terus masa aktif kartunya ya kak -garra,positif,tengkyuu setia bareng jaga aktif kartunya
@anastasiakd @anastasiakd jangan pindah ke yang lain kak anastasia maaf soal kendala aplikainya kakak bisa uninstall lalu install lagi aplikasinya ya buat langkah awal penanganan kendalanya. jika masih kendala silakan kirim nomor hp dan capture kednalanya ke dm. thx. -beeru,negatif,pindah anastasia kendala aplikainya uninstall install aplikasinya langkah penanganan kendalanya kendala kirim capture kednalanya
@fery1205 @fery1205 yuhuuu... semoga kak feryanto beruntung ya. setelah pengundiannya dilakukan nanti pada tanggal 22 januari 2025 kakak bisa cek info pemenangnya di halaman https://t.co/fgjm0c0hxv atau bisa melalui sms juga dengan format: win kirim ke 777 -rai,positif,yuhuuu semoga feryanto beruntung pengundiannya tanggal januari info pemenangnya halaman sm format win kirim
@ipincomelll hi kak @ipincomelll maaf ya. perihal telkomsel poin yg hilang sebagai informasi telkomsel poin akan reset menjadi 0 di tgl 01 januari jika kakak ada penambahan poin mulai dari tgl 01 januari namun saat ini hilang bisa konfirmasi kesini biar dibantu lebih lanjut ya kak -garra,negatif,hi perihal poin hilang informasi poin reset tgl januari penambahan poin tgl januari hilang konfirmasi kesini
@telkomsel sudah seminggu lebih aplikasi nya ngebug. ga ada upaya perbaikan gitu? harus ganti provider?,negatif,seminggu aplikasi ngebug upaya perbaikan ganti provider
siap siap menunggu hadiah reward program dari @telkomsel atas penukaran poin,netral,menunggu hadiah reward program penukaran poin
foto yonkie wisuda sebagai manifestasi lulus tahun ini,netral,foto yonkie wisuda manifestasi lulu
@triindonesia kalian pikir cuma gara gara udh 12 tahun make kartu kalian gw ga berani buang ?. gw buang hari ini!. dari jaman 2k 1gb ganti ke 25gb 25k sampe terakhir 18gb 25k its fine. gw beli sebulan bisa 4-5x. kalo lebih mahal dari telkomsel mending gw ganti telkomsel lah. https://t.co/lvjdiqg6zw,netral,pikir gara gara udh make kartu gw berani buang gw buang jaman ganti sampe it fine gw beli sebulan mahal mending gw ganti
@giselasetiadji_ @convomf owww tp telkomsel ku jht bener bener gd promo sm sekali,positif,owww tp ku jht bener bener gd promo sm
halo all iphone android eks inter sinyal jaringan indosat im3 tri 3 telkomsel xl byu smartfren error tiba2 hilang muncul no service tidak ada layanan habis update ios 18? open jasa unlock unblock unblok imei all operator wa cek biotanya2 gratis #zonauang #zonajajan,negatif,all iphone android eks inter sinyal jaringan im xl byu smartfren error hilang muncul no layanan habis update io open jasa unlock unblock unblok imei all operator wa biotanya gratis
@puarfum @puarfum berang-berang makan cokelat berangkaaaaaaaaaat -beeru,netral,berang makan cokelat berangkaaaaaaaaaat
@winteovibe @winteovibe yeeaaayyy selamat menikmati layanan telkomel-nya lagi ya kak willa -beeru,positif,yeeaaayyy selamat menikmati layanan telkomel willa
@telkomsel udah bisa min. makasiii ‍↕️‍↕️,positif,makasiii
@telkomsel haloo tolong cek dm ya,netral,haloo
@mcrommance @mcrommance baik kak. ditunggu balasan dm-nya ya. secepatnya pasti kami respons -rai,positif,secepatnya respons
@winteovibe @winteovibe maaf ya kak willa kalo sudah coba clear cache/re-install aplikasi mytelkomselnya tapi masih ga bisa juga beli paket silakan konfimasi segera nomor telkomsel waktu kejadian nama paket yang mau dibeli dan capture keterangan gagalnya ke dm biar dibantu penanganan,negatif,willa clear cachere aplikasi beli paket konfimasi kejadian nama paket dibeli capture keterangan gagalnya penanganan
pls benerin mytelkomsel... gabisa beli paketan men bahkan beli di *363# aja kaga bisaa @telkomsel,negatif,benerin mytelkomsel gabisa beli paketan men beli kaga bisaa
@mmessaa_ @tanyakanrl kalau aku make telkomsel sama tri dirumah sama kantor pake wifi. tri beli kuota aon 40gb bisa tahan berbulan-bulan. beli kuota telkomsel kalau udah mau abis masa aktif kartu doang wkwk,netral,make dirumah kantor wifi beli kuota aon tahan berbulan beli kuota abis aktif kartu doang wkwk
@telkomsel @sp_indirajkt48 akhirnya ada indira di telkomsel ️,positif,indira
@hanaekazee hi kak @hanaekazee maaf sebelumnya. perihal gak bisa verifikasi agar bisa dibantu lebih lanjut boleh kirim ke dm nomor hp sma capture keterangan gagalnya ya kak. tks -garra,negatif,hi perihal verifikasi kirim sma capture keterangan gagalnya tks
@exorsi444n @exorsi444n wahh.. makasih udah setia menggunakan produk telkomselnya ya kak kalo untuk rewardnya bisa dicek di aplikasi mytelkomsel pada menu reward ya. nanti ada benefit yang bisa kakak klaim sesuai tier/level kakak saat ini -rai,positif,wahh setia produk telkomselnya rewardnya dicek aplikasi mytelkomsel menu reward benefit klaim sesuai tierlevel
@febryan10713865 @febryan10713865 maaf ya kak pratama kalo sudah coba clear cache/re-install aplikasi mytelkomsel tapi masih terasa lambat juga aplikasinya silakan infoin nomor telkomsel versi os/ios dan type hp yg digunakan ke dm biar dicek lebih lanjut ya. sebagai informasi kakak juga,negatif,pratama clear cachere aplikasi mytelkomsel lambat aplikasinya osios type dicek informasi
@sweets_our_ wahhh makasih ya kak udah selalu setia bareng telkomsel-nya -garra,positif,wahhh setia bareng
@mcdasier @mcdasier okeeeeeeey kak evans. lanjut di dm ya interaksinya. -beeru,netral,okeeeeeeey evans interaksinya
@telkomsel my telkomsel kok makin lelet min?? udah makin lelet+mau cek kuota aja ga bisa² juga muat ulang trus,negatif,my lelet leletmau kuota muat ulang trus
@telkomsel @lunaxxyn @tanyakanrl min balas dm dong min,netral,balas
@lunaxxyn @tanyakanrl tengkyuu kak luna udah pilih telkomsel-nya juga -garra,positif,tengkyuu luna pilih
@exorsi444n @exorsi444n baik kak. sebagai informasi juga penawaran paket darurat bisa kakak cek secara mandiri melalui dial *505# atau aplikasi mytelkomsel pada menu rekomendasi untukmu -rai,positif,informasi penawaran paket darurat mandiri dial aplikasi mytelkomsel menu rekomendasi untukmu
@gvnoovn kak @gvnoovn buat koneksinya sekarang gimana nih kak ? kalo ada kendala cerita kesini yuk kak -garra,negatif,koneksinya kendala cerita kesini
@telkomsel tolong diproses ya min saya dari jam setengah 2 jadi ga bisa tidur karena ngurus layanan yg tiba2 masuk ke nomor saya ini.,negatif,diproses jam tidur ngurus layanan masuk
@mprivatespacem yuuk kak keiko kalo udah pake telkomsel bisa cek aplikasi mytelkomsel buat liat penawaran paket-paket menarik lainnya kak -garra,positif,yuuk keiko aplikasi mytelkomsel liat penawaran paket menarik
@escendo65536383 yeeayy~ luv beraatt gini -garra,netral,yeeayy luv beraatt gini
@redcheriesh kak sera boleh di coba buat reinstall dulu aplikasinya terus cobain lagi aksesnya ya kak. konfirmasi kesini kalo masih gk bisa -garra,negatif,serum reinstall aplikasinya cobain aksesnya konfirmasi kesini gk
@exorsi444n @exorsi444n maaf jika penawaran paket daruratnya mengganggu ya kak jika ingin berhenti mendapatkan penawaran paket daruratnya lagi kakak bisa akses dial *505# lalu pilih menu lainnya ya nanti akan ada pilihan stop penawaran -rai,negatif,penawaran paket daruratnya mengganggu berhenti penawaran paket daruratnya akses dial pilih menu pilihan stop penawaran
@mcdasier @mcdasier maaf kak evans udah buat ga nyaman kakak bisa kirimin nomor hp-nya ke dm untuk dibantu lebih lanjut ya. thx. -beeru,netral,evans nyaman kirimin
ini tiba tiba berlangganan layanan ga jelas padahal ga pernah daftar apapun. tolong diperbaiki dong bukan saya aja yg komplain soal ini @telkomsel https://t.co/d4bedlhswy,negatif,berlangganan layanan daftar apapun diperbaiki komplain
@febridifafzx @febridifafzx gaada masalah kak febri jika membeli paket menggunakan perangkat lain seperti melalui e-commerce. untuk paket awalnya memang kakak hanya bisa memilih paket lite saja yang gabisa tethring namun setelah kartu perdana diterima kakak bisa aktifin paket yang dapat,negatif,gaada febri membeli paket perangkat e paket memilih paket lite gabisa tethring kartu perdana diterima aktifin paket
@djiopata @djiopata maaf untuk kendala aktivasi paketnya ya kak kalo sudah coba clear cache/re-install aplikasi mytelkomselnya tapi aktivasi paketnya masih gagal juga silakan infoin nomor telkomsel dan nama paketnya ke dm biar dibantu lebih lanjut -rai,negatif,kendala aktivasi paketnya clear cachere aplikasi aktivasi paketnya gagal nama paketnya
@febridifafzx @febridifafzx kartu perdana telkomsel prabayar yang bisa digunakan untuk tethering bisa dibeli melalui link berikut ya: https://t.co/sfixqklnxe . setelah kartunya diterima dan aktif nanti kak febri bisa pilih paket yang bisa digunakan untuk tethering -rai,negatif,kartu perdana prabayar tethering dibeli link kartunya diterima aktif febri pilih paket tethering
@febridifafzx @febridifafzx di website tersebut kartunya prabayar kok kak namun paket awalnya memang lite nanti kakak bisa aktifin paket yang bisa tethring saat kartunya diterima dan aktif. -beeru,negatif,website kartunya prabayar paket lite aktifin paket tethring kartunya diterima aktif
@haemhoneyy https://t.co/7ztupi9z71 enihh kak hannaaa,netral,enihh hannaaa
@febridifafzx @febridifafzx ada juga lho kak telkomsel prabayar yang bisa dibeli melalui https://t.co/sfixqklnxe. dan untuk modem mifi-nya tidak bisa menggunakan kartu lain selain kartu yang bundlingnya ya kak. -beeru,negatif,prabayar dibeli modem mifi kartu kartu bundlingnya
kegiatan mas iksan sehari2 disurabaya fini ta?,netral,kegiatan ma iksan sehari disurabaya fini ta
@zharifaxssssww @zharifaxssssww udah aktifin paketnya belum nih kak zharifa? -beeru,negatif,aktifin paketnya zharifa
@haemhoneyy enih redi ch kk hanna ntu ada di komun egk taw masih avail ataw tidak ,netral,enih redi ch kk hanna ntu komun egk taw avail ataw
@buzzxllghtyear @buzzxllghtyear oke kak. mohon ditunggu ya -darlan,netral,oke
@febridifafzx @febridifafzx maafin kak febri maksud kakak mau beli kartu perdana telkomsel yang digunakan di perangkat atau hp yang bisa tethring ya? pembelian kartu telkomsel bisa dilakukan di outlet terdekat. dan buat aktivasi paket yang bisa tethringnya melalui aplikasi mytelkomsel.,negatif,febri maksud beli kartu perdana perangkat tethring pembelian kartu outlet terdekat aktivasi paket tethringnya aplikasi mytelkomsel
@febridifafzx @febridifafzx kak febri bisa mengunjungi grapari terdekat ya guna dibantu lebih lanjut untuk kartu perdananya -darlan,netral,febri mengunjungi grapari terdekat kartu perdananya
@telkomsel udah saya infokan tolong dibaca,netral,infokan dibaca
@icepop80711 @icepop80711 hi kak. untuk paket roaming umrohnya bisa digunakan untuk hotspot atau tethring ke perangkat lain atau modem mifi sesuai deskripsi yang ada di paketnya ya. makasih. -beeru,positif,hi paket roaming umrohnya hotspot tethring perangkat modem mifi sesuai deskripsi paketnya
@buzzxllghtyear @buzzxllghtyear kak maaf ya. untuk keluhan pembelian di aplikasi mytelkomsel yuk infokan nomor hp detail pembelian dan capture pembeliannya ke dm -darlan,negatif,keluhan pembelian aplikasi mytelkomsel infokan detail pembelian capture pembeliannya
yg bener dong saldo udah kepotong tp di aplikasi tulisannya gagal. @telkomsel,negatif,bener saldo kepotong tp aplikasi tulisannya gagal
kaya konten sadfood,netral,kaya konten sadfood
@febridifafzx @febridifafzx modem mifi bisa digunakan dengan kartu yang sudah bundling kak zenti. untuk kartu perdana mifi-nya dibantu di grapari ya. thx. -beeru,netral,modem mifi kartu bundling zenti kartu perdana mifi grapari
@receuhsuuk @remember_w_u_r @discountfess @telkomsel klo boleh tau nama paketnya apa ka? 200k 170gb,netral,klo nama paketnya ka
@whynzygames come join guys @kesangkuli @slamet_nug8524 @boskecillz @danawallet @myxl @telkomsel @pikaso_me screenshot this addr1qxynzl2ju004s03dp6cwu4rl6xy98mkzuc608tl8ypvd7xsxn8grg6rxna3pg55kw8mpgwurx2qxu4shj2dcpeqd47hsxgqt6q,netral,come join guy screenshot this addrqxynzljusdpcwurlxymkzuctlypvdxsxngrgrxnapgkwmpgwurxqxushjdcpeqdhsxgqtq
@febridifafzx @febridifafzx kak febri perdana telkomsel sudah bundling mifi pada saat pembelian ya kak. kakak bisa mengunjungi grapari terdekat guna dibantu lebih lanjut -darlan,netral,febri perdana bundling mifi pembelian mengunjungi grapari terdekat
@rifkypermataa @rifkypermataa okeeeeeey kak rifky. ditunggu ya -beeru,netral,okeeeeeey rifky
@telkomsel cek dm min,netral,
@heavenxxx_ @tanyakanrl aku pake telkomsel kak,positif,
@neouisesang ditutupin sticker ky akun alter yh raf (((maaf))),negatif,ditutupin sticker ky akun alter yh raf
@febridifafzx @febridifafzx bila kartunya hilang atau rusak bisa dibantu lebih lanjut di grapari dengan membawa e-ktp ya kak zenti. makasih. -beeru,negatif,kartunya hilang rusak grapari membawa e zenti
@endofthetime22 @endofthetime22 maaf ya kak. jika ada kendala dengan update data di paket smooa-nya kakak bisa konfirmasi nomor indihome atas nama pemilik dan nomor telkomsel utamanya ke dm biar dibantu penanganan lebih lanjut ya -rai,negatif,kendala update data paket smooa konfirmasi indihome nama pemilik utamanya penanganan
@gakadacrush @gakadacrush oke kak. ditunggu balasan dm-nya ya. secepatnya pasti kami respons -rai,netral,oke secepatnya respons
@febridifafzx @febridifafzx halo kak febri. sebagai informasi untuk modem mifi telkomsel ini hanya bisa digunakan menggunakan nomor bundling mifi yang diberikan pada saat pembelian ya. paketnya pun hanya dapat digunakan pada imei mifi telkomsel terdaftar -rai,netral,febri informasi modem mifi bundling mifi pembelian paketnya imei mifi terdaftar
mau nonton lucy deh kapan2,netral,nonton lucy
@telkomsel cek dm plisssa,netral,plisssa
@inicepiii @inicepiii ok siap kak cepi. mohon ditunggu interaksi selanjutnya di dm ya. secepatnya pasti kami respons -rai,netral,ok cepi interaksi secepatnya respons
@ookitazz_ @au_liajkt48 @ookitazz_ akhirnya kak -nabil,positif,
@iky_es @iky_es maafin ya kak untuk kendala aplikasi mytelkomsel yang ngebug boleh dicoba uninstall dulu aplikasi mytelkomselnya ya kak. nanti install kembali di play store dengan memastikan versinya sudah 8.6.1. kalo sudah dicoba tapi kendala masih sama boleh infoin nomor,negatif,kendala aplikasi mytelkomsel ngebug dicoba uninstall aplikasi install play store versinya dicoba kendala
@telkomsel @au_liajkt48 akhirnya ,positif,
@telkomsel aplikasi kalian ngebug mulu dari kemarin euy di playstore belom ada opsi update,netral,aplikasi ngebug mulu kemarin euy playstore belom opsi update
@liamelior hayoohh min @liamelior udah aktifin belum nih ? -garra,negatif,hayoohh aktifin
@telkomsel cek dm woi,netral,woi
@jwwoniie @jwwoniie oke siap kak nada. cek berkala balasan dm-nya ya -rai,netral,oke nada berkala
@tanyarlfes papah telkomsel,netral,papah
@telkomsel cek dm ya ka,netral,ka
telkomsel agamanya islam,positif,agamanya islam
@semubelaka_ @semubelaka_ baik kak dm dari kakak segera dibalas ya :) -frey,positif,dibalas
@telkomsel min mau nanya itu penukaran poin tsel kok 10rb poin? biasanya kan 10rb grabmart cuman 100 poin,netral,nanya penukaran poin tsel rb poin rb grabmart cuman poin
@telkomsel udeh di dm berkali-kali,netral,udeh berkali
@fortunayra @fortunayra kalau masih kendala silakan kirim datanya ke dm ya kak ra. thx. -beeru,negatif,kendala kirim datanya ra
lucu bgt. pengen temenan sama jimmy telkomsel,netral,lucu pengen temenan jimmy
@telkomsel finally kamu hadir disini ya @au_liajkt48,positif,finally hadir
diskon pulsa telkomsel promo lazada special 1.1 new year gajian sale https://t.co/yj9gejm3ks,positif,diskon pulsa promo lazada special new year gajian sale
@miapasiiiii @miapasiiiii dm-nya sudah kami respons ya kak. yuk lanjut interaksinya di dm -rai,netral,respons interaksinya
@fortunayra @fortunayra maaf ya kak jika sudah coba clear cache/re-install aplikasi mytelkomselnya tapi masih gagal juga saat pembayaran paketnya silakan konfirmasi nomor telkomselnya ke dm biar dicek lebih lanjut ya. sertakan juga nama paket yang mau dibelinya apa -rai,negatif,clear cachere aplikasi gagal pembayaran paketnya konfirmasi telkomselnya dicek sertakan nama paket dibelinya
@telkomsel si budi minum vitamin eh tiba2 batuk. tolong cepat dibalas min saya udah mulai ngantuk zzzzz,negatif,si budi minum vitamin eh batuk cepat dibalas ngantuk zzzzz
@kiaa1352373478 @triindonesia wah sama mana sekarang mahal2 banget 3 dah kaya telkomsel,negatif,mahal dah kaya
